ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0345413377,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Del Rey
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey
0679893105,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1998,Knopf Books for Young Readers
0345369068,"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,1991,Fawcett Books
0451184718,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial
080411952X,The Unsung Hero,Suzanne Brockmann,2000,Ivy Books
0060558865,Ella Enchanted (rack),Gail Carson Levine,2004,Avon
0767912918,Passing for Thin : Losing Half My Weight and Finding My Self,FRANCES KUFFEL,2004,Broadway
0553298860,Bloodlines (Dog Lover's Mysteries),Susan Conant,1994,Bantam Books
0385335679,Kissing in Manhattan,DAVID SCHICKLER,2002,Delta
0440122090,Echoes,Maeve Binchy,1989,Dell
0671525832,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket
0553279572,The Toynbee Convector,Ray Bradbury,1989,Spectra Books
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch
0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
0679450432,Dark Lady,Richard North Patterson,1999,Alfred A. Knopf
0821775863,The Future Scrolls,Fern Michaels,2003,Zebra Books
0821770209,About Face,Fern Michaels,2003,Zebra Books
0553562819,Globalhead,Bruce Sterling,1994,Spectra Books
0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books
0425179672,The River King,Alice Hoffman,2001,Berkley Publishing Group
0061042943,Final Appeal,Lisa Scottoline,1994,HarperTorch
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper)
0743444167,New Cardiff,Charles Webb,2002,Washington Square Press
0618231617,Almost: A Novel,Elizabeth Benedict,2002,Mariner Books
0425174484,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck,2000,Berkley Publishing Group
0140185216,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper)
0684717255,I And Thou,Martin Buber,1971,Free Press
0486272745,The Prince (Dover Thrift Editions),NiccolÃÂ² Machiavelli,1992,Dover Publications
0062507249,Becoming a Man : Half a Life Story,Paul Monette,1993,HarperSanFrancisco
0684801221,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner
0060083298,The Dominant Blonde,Alisa Kwitney,2002,Avon Trade
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books
0743213831,America the Beautiful: A Novel,Moon Unit Zappa,2001,Touchstone
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
0316735027,The True and Outstanding Adventures of the Hunt Sisters: A Novel,Elisabeth Robinson,2004,"Little, Brown"
193156146X,The Time Traveler's Wife,Audrey Niffenegger,2003,MacAdam/Cage Publishing
015600710X,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books
0062517856,The Monk Downstairs: A Novel,Tim Farrington,2002,HarperSanFrancisco
0449207757,Davita's Harp,Chaim Potok,1990,Fawcett Books
0449245691,The Book of Lights,Chaim Potok,1997,Fawcett Books
2253004022,Regain,Jean Giono,1987,LGF
2253005274,Le Grand Meaulnes (Classiques De Poche),Alain-Fournier,2000,Distribooks Inc
225300670X,A l'Ouest rien de nouveau,Erich Maria Remarque,1973,LGF
2266084372,Pourquoi j'ai mangÃ?ÃÂ© mon pÃ?ÃÂ¨re,Lewis,2000,Pocket
2070362388,Ravage,Rene Barjavel,0,Gallimard French
2253007102,Les Fleurs Du Mal,C. Baudelaire,1972,Livre De Poche French
3492207006,Die Entdeckung der Langsamkeit.,Sten Nadolny,1987,Piper
0140620427,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
3596144434,Der gemietete Mann.,Hera Lind,1999,"Fischer (Tb.), Frankfurt"
3442724686,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
0446525502,The Rescue,Nicholas Sparks,2000,Warner Books
0385500769,A Map of the World,Jane Hamilton,1999,Doubleday Books
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
0688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
0425184129,Big Trouble,Dave Barry,2002,Berkley Publishing Group
0151001006,Snow Falling on Cedars,David Guterson,1994,Harcourt
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday
0679442790,The Reader,Bernhard Schlink,1997,Random House
0609605925,Angel Falls,KRISTIN HANNAH,2000,Crown
0060191929,The Saving Graces : A Novel,Patricia Gaffney,1999,HarperCollins
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon & Schuster
0684864843,The Vineyard : A Novel,Barbara Delinsky,2000,Simon & Schuster
0684867818,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,1999,Simon & Schuster
0743406176,If Only It Were True,Marc Levy,2000,Atria
0679603352,The Cider House Rules: A Novel (Modern Library),John Irving,1999,Modern Library
0679410430,Lolita (Everyman's Library (Cloth)),VLADIMIR NABOKOV,1993,Everyman's Library
0446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books
0671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria
0679450440,Protect and Defend,Richard North Patterson,2000,Random House Inc
0140107649,Blue Heaven (Contemporary American Fiction S.),Joe Keenan,1988,Penguin Books
0609606727,Julie and Romeo,Jeanne Ray,2000,Harmony
0446527793,The Guardian,Nicholas Sparks,2003,Warner Books
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books
1570717257,Man and Boy,Tony Parsons,2001,Sourcebooks Landmark
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey
039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company
0399147128,The Villa,Nora Roberts,2001,Putnam Publishing Group
0670031046,In This Mountain,Jan Karon,2002,Viking Books
0394574745,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown"
0743230051,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,2001,Scribner
0316693200,2nd Chance,James Patterson,2002,"Little, Brown"
0684868911,The Carousel : A Novel,Richard Paul Evans,2000,Simon & Schuster
0399148582,You Cannot Be Serious,John McEnroe,2002,Putnam Publishing Group
0684864320,LAKE NEWS : A Novel,Barbara Delinsky,1999,Simon & Schuster
0451176812,Voice of the Eagle,Linda Lay Shuler,1993,Signet Book
0671525794,The Kingdom by the Sea: A Journey Around Great Britain,Paul Theroux,1984,Pocket Books
0718144538,Shattered Uk,Dick Francis,0,Michael Joseph Ltd
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
2253043974,Chronique d'une mort annoncÃ?ÃÂ©e,Gabriel Garcia Marquez,1987,LGF
0349101779,The Wasp Factory,Iain Banks,0,Abacus
0743222229,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg,2001,Fireside
2253063339,Les Fourmis,Bernard Werber,2002,LGF
0767908473,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,ALLAN ZOLA KRONZEK,2001,Broadway
0140622063,Scottish Folk and Fairy Tales (Penguin Popular Classics),Gordon Jarvie,1997,Penguin Books Ltd
0375501347,Amy and Isabelle,Elizabeth Strout,1999,Random House Inc
0060927240,"Rule of the Bone : Novel, A",Russell Banks,1996,Perennial
0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
156341029X,Stone Butch Blues,Leslie Feinberg,1993,Firebrand Books
0060934719,stardust,Neil Gaiman,2001,Perennial
1563899388,"Death: At Death's Door (Vertigo, Number 1)",Jill Thompson,2003,DC Comics
1563411148,The Second Coming of Curly Red,Jody Seay,1999,Firebrand Books
0451181379,The Door to December,Dean R. Koontz,1994,Signet Book
0786889160,"No Shirt, No Shoes, No Problem!",Jeff Foxworthy,1997,Warner Books (Mm)
0345370740,The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1993,Del Rey Books
0679801146,Alanna: The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce,1989,Random House Children's Books
0446300101,"The Beans of Egypt, Maine",Carolyn Chute,1986,Warner Books
0425142485,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group
0451456548,Cold Iron,Melisa Michaels,1997,Roc
0786886463,A Density of Souls,Christopher Rice,2001,Miramax
0345395379,Slow River,Nicola Griffith,1996,Ballantine Books
0380788497,Changer,Jane Lindskold,1998,Eos
0345403339,Saving Grace,LEE SMITH,1996,Ballantine Books
038529929X,Hannibal,Thomas Harris,1999,Del Sol Press
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
0345418778,Mostly Harmless,Douglas Adams,2000,Ballantine Books
0517201658,The Thorn Birds (Modern Classics),Colleen McCullough,1998,Wings
0743211383,Dreamcatcher,Stephen King,2001,Scribner
039914370X,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,1998,Putnam Pub Group
0812521331,"People of the Wolf (The First North Americans series, Book 1)",W. Michael Gear,1992,Tor Books
0451205421,The Door to December,Dean R. Koontz,2002,Signet Book
0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island
0449207595,The Grass Is Always Greener over the Septic Tank,Erma Bombeck,1988,Fawcett Books
0590897985,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children
0064405052,The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy
0152162577,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books
0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf
349913358X,Das Schlampenbuch. ErzÃ?ÃÂ¤hlungen. ( neue frau).,Milena Moser,1993,Rowohlt Tb.
3404121686,Nacht Ã?ÃÂ¼ber den Wassern.,Ken Follett,1994,LÃ?ÃÂ¼bbe
3404118960,Die SÃ?ÃÂ¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?ÃÂ¼bbe
0345356578,A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,Del Rey Books
0345346971,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey
0753804700,Reader,Bernhard Schlink,0,Phoenix Books
0451155750,The Dead Zone,Stephen King,2004,Signet Book
0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press
0345428544,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",Michael A. Stackpole,2000,Del Rey Books
0671694049,LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket
0449006557,Half Moon Street (Charlotte & Thomas Pitt Novels (Paperback)),Anne Perry,2001,Ballantine Books
0373250339,A Minor Indiscretion (Red Dress Ink (Paperback)),Carol Matthews,2003,Red Dress Ink
0380820447,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade
0385497679,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,Jacqueline L. Tobin,2000,Anchor Pub
0451454243,The Forest House,Marion Zimmer Bradley,1995,Roc
039914563X,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons
0312853238,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books
0425161722,Net Force,Tom Clancy,1999,Berkley Publishing Group
0385493800,The Testament,John Grisham,1999,Doubleday Books
067175145X,The Way Things Ought to Be,"Rush H., III Limbaugh",1992,Pocket Books
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell
0380002450,Awakening,Kate Chopin,1982,Avon
0425134350,Patriot Games,Tom Clancy,1992,Berkley Publishing Group
044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books
0671742566,Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket
0515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books
0440222818,Guilt,John T. Lescroart,1998,Island
0451204050,On Secret Service,John Jakes,2001,Signet Book
038533334X,Charming Billy,Alice McDermott,1999,Delta
0449001954,Murder at the Library of Congress (Capital Crimes (Paperback)),Margaret Truman,2001,Fawcett Books
0345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books
0451185277,Thorns of Truth,Eileen Goudge,1999,Signet Book
0440224829,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc."
0515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books
0380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos
0394578791,A Reporter's Life,WALTER CRONKITE,1996,Knopf
068983571X,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin
1551668785,Final Stand,Helen Myers,2002,Mira
0380817144,Lord of the Silent: A Novel of Suspense,Elizabeth Peters,2002,Avon
0553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam
0446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books
0425166619,Toxin,Robin Cook,1999,Berkley Publishing Group
0765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books
0064472779,All-American Girl,Meg Cabot,2003,HarperTrophy
0553581279,The Silver Metal Lover,Tanith Lee,1999,Spectra Books
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
0312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador
0451524489,The Awakening and Selected Stories of Kate Chopin (Signet Classic),Kate Chopin,1995,Signet Book
0140065172,Ordinary People,Judith Guest,1993,Penguin Books
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell
0399143165,Toxin,Robin Cook,1998,Putnam Pub Group
0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group
0312282990,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2001,Picador
0425137945,Greygallows,Barbara Michaels,1993,Berkley Publishing Group
042512892X,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group
0425113892,Someone in the House,Barbara Michaels,1989,Berkley Publishing Group
0394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books
0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books
0375821813,Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers
0812516826,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1993,Forge Books
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey
0871137380,Black Hawk Down: A Story of Modern War,Mark Bowden,1999,Atlantic Monthly Press
0553568760,Natural Causes,Michael Palmer,1995,Bantam Books
034538184X,Degree of Guilt,Richard North Patterson,1995,Ballantine Books
0140620125,Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,Penguin Books Ltd
0140620109,Emma (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
0375420827,The Art of Travel,Alain de Botton,2002,Pantheon
0671745530,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1991,Pocket
0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books
0553211412,Wuthering Heights,Emily Bronte,1983,Bantam
0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner
1573229385,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books
0385334036,The Smoke Jumper,Nicholas Evans,2001,Delacorte Press
0060914653,The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins
0345347536,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics
0060529709,Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial
0876850867,Post Office,Charles Bukowski,1980,Black Sparrow Books
0140274154,On the Road (Essential.penguin S.),Jack Kerouac,1998,Penguin Books Ltd
0679743464,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami,1993,Vintage Books USA
0375704027,Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA
0590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy
0590484672,Calling on Dragons (Read with Me Paperbacks),Patricia C. Wrede,1994,Point Fantasy
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
0553586122,Reap the Wind,Iris Johansen,2002,Bantam Books
0553584510,The Survivors Club,LISA GARDNER,2003,Bantam
0440216842,The Carousel,Belva Plain,1998,Dell
0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books
0553285653,Grass,Sheri S. Tepper,1990,Spectra Books
0394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers
0060972777,This Boy's Life: A Memoir,Tobias Wolff,1989,Perennial
0156001942,Winter's Tale,Mark Helprin,1995,Harvest Books
055326382X,The Dancing Wu Li Masters: An Overview of the New Physics,Gary Zukav,1994,Bantam Books
0345418018,The World According to Garp (Ballantine Reader's Circle),John Irving,1997,Ballantine Books
0684801469,Farewell To Arms,Ernest Hemingway,1995,Scribner
0312420145,The Twenty-Seventh City : A Novel (Bestselling Backlist),Jonathan Franzen,2001,Picador
0375401318,Breaking Clean,JUDY BLUNT,2002,Knopf
0140253602,Felicia's Journey,William Trevor,1996,Penguin Books
0671789422,Possessing the Secret of Joy,Alice Walker,1993,Pocket
014016930X,Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books
0140077022,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books
