ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0399132759,Hammer,Armand Hammer,1987,Putnam Pub Group
0767904168,Spanish Lessons : Beginning a New Life in Spain,DEREK LAMBERT,2001,Broadway
1569472610,Twins,Tessa De Loo,2001,Soho Press
0140283684,The Love Hexagon,William Sutcliffe,2000,Penguin Books Ltd
0671724703,FLIGHT OF THE INTRUDER (TIE-IN),Stephen Coonts,1991,Pocket
0836246268,Ms Me Don'T Look Back,Mary Engelbreit,1994,Andrews McMeel Publishing
0446614033,The Protector,David Morrell,2004,Warner Books
1576734560,Christmas Stories for the Heart (Stories For the Heart),Alice Gray,1998,Multnomah
014017186X,Dracula,Bram Stoker,1992,Penguin Books Ltd
0300093055,"Long Day's Journey into Night, Second edition",Eugene OÃÂ´Neill,2002,Yale Nota Bene
0671732552,TRIAL BY FIRE,Harold Coyle,1992,Simon & Schuster
0373225156,"Woman Of Mystery  (A Memory Away ...) (Harlequin Intrigue, No. 515)",Charlotte Douglas,1999,Harlequin
0590519255,"The Dark Rival (Star Wars: Jedi Apprentice, Book 2)",Jude Watson,1999,Scholastic
0816748128,Beware of the Haunted Toilet,Elaine Moore,1999,Troll Communications
0425153401,Bone Deep,David Wiltse,1996,Berkley Publishing Group
0449219992,"Sins of the Father: The Landmark Franklin Case : A Daughter, a Memory, and a Murder",Eileen Franklin,1993,Fawcett Books
0785810730,Secrets of the Samurai: A Survey of the Martial Arts of Feudal Japan,Oscar Ratti,1999,Book Sales
0312929080,Reasonable Doubt,Steve Vogel,1992,St. Martin's True Crime Classics
0609604902,Beyond Civilization: Humanity's Next Great Adventure,Daniel Quinn,1999,Random House Inc
4311700024,Nippon the Land and Its People,Nippon Steel,0,Nippon Steel Metal Products Co
0226474844,The Savage Mind (Nature of Human Society Series),Claude Leevi Strauss,1966,University of Chicago Press
0140195998,Zen and the Art of Making a Living: A Practical Guide to Creative Career Design (Arkana S.),Laurence G. Boldt,1999,Penguin Books
0802111165,"Rituals of Dinner: The Origins, Evolution, Eccentricities, and Meaning of Table Manners",Margaret Visser,1991,Pub Group West
0786704144,Flowers for Mei-Ling,Lorraine Lachs,1997,Pub Group West
8571644829,O xangÃÂ´ de Baker Street: Romance,JÃÂ´ Soares,1995,Companhia das Letras
0965451798,Baudolino,Umberto Eco,2002,Harcourt
157673787X,Visioneering : God's Blueprint for Developing and Maintaining Vision,Andy Stanley,2001,Multnomah
0385492103,El anatomista,Federico Andahazi,1998,Anchor Books/Doubleday
0738702226,Paganism: An Introduction to Earth-Centered Religions,Joyce Higginbotham,2002,Llewellyn Publications
0671024388,Just Checking,Emily Colas,1999,Washington Square Press
0553282158,When Am I Going to Be Happy?: How to Break the Emotional Bad Habits That Make You Miserable,Penelope Russianoff,1989,Bantam Books
044091017X,Zia,Scott O'Dell,1994,Bantam Doubleday Dell Publishing Group
0805211063,"The Castle: A New Translation, Based on the Restored Text",Franz Kafka,1999,Schocken Books
1551665727,Lost (Mira),Helen Myers,2000,Mira
0525938672,House of Echoes,Barbara Erskine,1996,Dutton Books
0345337964,Garfield in Paradise,JIM DAVIS,1986,Ballantine Books
1551664682,Whistleblower,Tess Gerritsen,1998,Mira
0373115083,"Forbidden Loving (Harlequin Presents, No 1508)",David P. Jordan,1992,Harlequin
0671556037,Split Image,Judy Mercer,1999,Pocket
0671003119,SHINY WATER,Anna Salter,1998,Pocket Star
080198775X,Robin's Diary,Judith Pinsker,1995,ABC Daytime Press
0060266864,If You Give a Pig a Pancake,Laura Numeroff,1998,Laura Geringer
0688163785,Emeril's TV Dinners: Kickin' It Up a Notch with Recipes from Emeril Live and Essence of Emeril,Emeril Lagasse,1998,William Morrow
0812571576,Death in Paradise: A Thea Kozak Mystery,Kate Flora,2000,Tor Books
0440187044,This Perfect Day,Ira Levin,1991,Bantam Books
0060243090,Zack's Alligator (An I Can Read Book),Shirley Mozelle,1989,Harper & Row
8408048368,Enigmas Histricos Al Discubierto,Cesar Vidal,2003,Planeta Pub Corp
0671582704,CHARLES KURALT'S AMERICAN MOMENTS (American Moment Series),Charles Kuralt,1998,Simon & Schuster Audio
0373790139,"Just A Little Sex... (Blaze, 9)",Miranda Lee,2001,Harlequin
3442422736,Shampoo Planet.,Douglas Coupland,1996,Goldmann
0679731180,The Origin of Satan,Elaine Pagels,1996,Vintage Books USA
0452284244,Animal Farm: A Fairy Story,George Orwell,2003,Plume Books
0523424671,V: The New England Resistance,Tim Sullivan,1985,St Martins Pr (Mm)
0523424019,"The Pursuit of Diana (V, Book 3)",Alan Wold,1984,St Martins Pr (Mm)
0670306118,A Family Affair: A Nero Wolfe Novel,Rex Stout,1975,Penguin USA
0517577631,Inconvenient Woman,Dominick Dunne,1990,Random House Inc
0890877262,The Totally Corn Cookbook (Totally Cookbooks),Helene Siegel,1994,Celestial Arts
0380633396,"The Stairway to Heaven (Earth Chronicles, No. 2)",Zecharia Sitchin,1999,Avon
0060931841,"Rule by Secrecy: The Hidden History That Connects the Trilateral Commission, the Freemasons, and the Great Pyramids",Jim Marrs,2001,Perennial
0761535497,The Sims: House Party: Prima's Official Strategy Guide,MARK COHEN,2001,Prima Lifestyles
0140441638,Upanishads (Penguin Classics),Juan Mascaro,1965,Penguin Books
087701759X,"Mama, Do You Love Me?",Barbara M. Joosse,1991,Chronicle Books
0879055545,Never Ask a Man the Size of His Spread: A Cowgirl's Guide to Life,Gladiola Montana,1993,Gibbs Smith Publishers
0440195349,Windflower,Laura London,1984,Dell Publishing Company
1853263974,"Collected Works of Oscar Wilde: The Plays, the Poems, the Stories, and the Essays Including De Profundis (Wordsworth Collection)",Oscar Wilde,1998,NTC/Contemporary Publishing Company
0671798790,A Tangled Web: A Novel,Judith Michael,1994,Simon & Schuster
0553276891,Treasure Mountain : The Sacketts (Sacketts),LOUIS L'AMOUR,1979,Bantam
0698119185,Queen's Own Fool: A Novel of Mary Queen of Scots,Jane Yolen,2001,Putnam Publishing Group
0201835959,"The Mythical Man-Month: Essays on Software Engineering, 20th  Anniversary Edition",Frederick P. Brooks,1995,Addison-Wesley Pub Co
1565924649,Learning Python (Help for Programmers),Mark Lutz,1999,O'Reilly
0679446281,Jane Austen: A Life,Claire Tomalin,1997,Alfred A. Knopf
0452281113,365 Ways to Become a Millionaire: (Without Being Born One),Brian Koslow,1999,Plume Books
0812530365,Cat in a Golden Garland : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1998,Forge Books
8440642261,La Reina de Los Condenados,Anne Rice,1996,Ediciones B
8440666896,El Ladron De Cuerpos,Anne Rice,1999,Ediciones B
0375753303,Stupid Movie Lines: The 776 Dumbest Things Ever Uttered on the Silver Screen,Kathryn Petras,1999,Random House Trade
0679776222,Very Bad Poetry,Ross Petras,1997,Vintage Books USA
0140714154,The Tempest (Pelican Shakespeare),William Shakespeare,1987,Penguin Books
0590423592,Spooky Rhymes and Riddles,Hall,1990,E P Dutton
0440411238,Boys Against Girls,Phyllis Reynolds Naylor,1995,Yearling Books
0886771773,Chanur's Homecoming (Chanur),C. J. Cherryh,2001,Daw Books
0451140044,Tribe,Bari Wood,1985,New Amer Library (Mm)
0451821114,Cycle Of The Werewolf,Stephen King,1985,New Amer Library
0671723421,Just a Kiss Away,Jill Barnett,1991,Pocket
0448095408,Moonstone Castle Mystery (Nancy Drew (Hardcover)),Carolyn Keene,1963,Grosset & Dunlap
0399142819,News of the Spirit,Lee Smith,1997,Putnam Publishing Group
1888451033,The Fuck-Up,Arthur Nersesian,1997,Akashic Books
0140299599,The Larger Than Life,Adele Parks,2002,Penguin Books
0345417089,"Wit'ch Storm (The Banned and the Banished, Book 2)",James Clemens,2000,Del Rey Books
0345442644,Wit'Ch Gate,James Clemens,2002,Del Rey Books
0743412494,Tears,Francine Pascal,2001,Simon Pulse
0061062928,Ashleigh's Diary (Thoroughbred Super),Joanna Campbell,1995,HarperEntertainment
0966069803,The Art of Meeting Women: A Guide for Gay Women,Rhona Sacks,0,Slope Books
0553582399,Deep Sound Channel,Joe Buff,2001,Bantam Doubleday Dell Books
0671015451,Vulcan's Heart (Star Trek),Susan Shwartz,2000,Star Trek
0812564871,The Secret of Spring,Piers Anthony,2001,Tor Fantasy
3257229518,Magic Hoffmann.,Jakob Arjouni,1997,Diogenes Verlag
033033784X,The Man in the Moss,Phil Rickman,2000,Pan Publishing
0399144900,McNally's Dilemma,Lawrence Sanders,1999,G. P. Putnam's Sons
0440227496,Inside the Walls of Troy (Laurel-Leaf Books),CLEMENCE MCLAREN,1998,Laurel Leaf
0028610989,"The Complete Idiot's Guide to Choosing, Training and Raising a Dog (Complete Idiots Guide)",Sarah Hodgson,1996,Macmillan Distribution
0345303253,Who Censored Roger Rabbit?,Gary K. Wolf,1991,Ballantine Books
0312265042,The Last Jew,Noah Gordon,2000,Thomas Dunne Books
042516036X,Watery Grave (Sir John Fielding Mysteries (Paperback)),Bruce Alexander,1997,Berkley Publishing Group
038080056X,The Dime Museum Murders (Harry Houdini Mysteries),Daniel Stashower,1999,Avon
1854582747,"Work Your Way Around the World, 11th (Work Your Way Around the World, 11th ed)",Susan Griffith,2003,Vacation Work Publications
1593080654,The Last of the Mohicans (Barnes & Noble Classics),James Fenimore Cooper,2003,Barnes & Noble Books-Imports
0062516841,"The Twelve Wild Swans: A Journey to the Realm of Magic, Healing, and Action",Starhawk,2000,Harpersanfran
031210426X,Beyond Jennifer & Jason : The New Enlightened Guide to Naming Your Baby,Linda Rosenkrantz,1994,St Martins Pr
1572304510,Without Conscience: The Disturbing World of the Psychopaths Among Us,Robert D. Hare,1999,The Guilford Press
0140431373,Tenant of Wildfell Hall (English Library),Anne Bronte,1993,Penguin USA
0920256368,"A Reasonable Life: Toward a Simpler, Secure, More Humane Existence",Ferenc Mate,2000,W. W. Norton & Company
0345340205,Creation,Gore Vidal,1993,Ballantine Books
0060674695,The Tao Is Silent,Raymond M. Smullyan,1977,HarperSanFrancisco
0819562718,"Neveryona, or: The Tale of Signs and Cities : Some Informal Remarks Towards the Modular Calculus, Part Four",Samuel R. Delany,1993,Wesleyan University Press Distributed by Univ
0061059579,Magic Time,Marc Zicree,2002,Eos
0812566548,All The Rage (Repairman Jack),F. Paul Wilson,2001,Tor Books
0870113992,Japanese Cooking: A Simple Art,Shizuo Tsuji,1980,Kodansha America
1568582196,One Nation Under Gods: A History of the Mormon Church,Richard Abanes,2002,Four Walls Eight Windows
037576030X,The Count of Monte Cristo (Modern Library Classics),Alexandre Dumas,2002,Modern Library
2226052577,Les fourmis: Roman,Bernard Werber,1991,A. Michel
0373257988,"Taken! (Blaze) (Temptation , No 698)",Lori Foster,1998,Harlequin
0373257759,"Fantasy  (Blaze) (Harlequin Temptation, No 675)",Lori Foster,1998,Harlequin
0671653369,TATJA GRIMS WORLD,Vernor Vinge,1987,Baen
0758203616,The Wilde Side,Janelle Denison,2004,BRAVA
3446202102,Der GeschichtenverkÃ?ÃÂ¤ufer.,Jostein Gaarder,2002,Hanser Belletristik
0375508856,Little Indiscretions : A Delectable Mystery,CARMEN POSADAS,2003,Random House
0140232028,The Buccaneers (Penguin Great Books of the 20th Century),Edith Wharton,1994,Penguin Books
0750227303,From Puppy to Dog (How Do They Grow? S.),Jillian Powell,2001,Hodder Wayland
0373791143,"Over The Edge (Harlequin Blaze, 110)",Jeanie London,2003,Harlequin
0670871931,The Only Way I Know,Cal Ripken,1997,Viking Books
0060959584,Eating Well For Optimum Health: The Essential Guide to Bringing Health and Pleasure Back to Eating,Andrew Weil,2001,Perennial Currents
0373271573,"Taylor'S Temptation (Tall, Dark And Dangerous) (Intimate Moments, 1087)",Suzanne Brockmann,2001,Silhouette
0766607216,Jane Eyre (Treasury of Illustrated Classics),Charlotte Bronte,2003,Modern Publishing
0670884081,"The Original Adventures of Hank the Cowdog (Hank the Cowdog, 1)",John R. Erickson,1998,Viking Juvenile
1877988286,"Don't Go to the Cosmetics Counter Without Me: A Unique Guide to over 30,000 Products, Plus the Latest Skin-Care Research (Don't Go to the Cosmetics Counter Without Me, 5th ed)",Paula Begoun,2000,Beginning Press
0802138616,Quite Ugly One Morning,Christopher Brookmyre,2002,Grove Press
0806520310,The Wiccan Book of Ceremonies and Rituals,Patricia Telesco,1998,Citadel Press
0310425115,Love Life for Every Married Couple,Ed. Wheat,1980,Zondervan Publishing Company
1551520672,How It All Vegan!: Irresistible Recipes for an Animal-Free Diet,Sarah Kramer,1999,Arsenal Pulp Press
0913990426,"The Uncheese Cookbook: Creating Amazing Dairy-Free Cheese Substitutes and Classic \Uncheese\"" Dishes""",Joanne Stepaniak,1994,Vegan
0870448668,"Forgotten Edens: Exploring the World's Wild Places (National Geographic Society Special Publication, Series 26)",Frans Lanting,1993,Simon & Schuster
0449211126,According to Hoyle: Official Rules of More Than 200 Popular Games of Skill and Chance With Expert Advice on Winning Play,Richard L. Frey,1988,Fawcett Books
0380776332,Reason to Believe,Kathleen Eagle,1995,Avon
1551923564,My Father Came from Italy,Maria Colletta McLean,2001,Laurel Glen
0380701774,Software,Rudy Rucker,1987,Eos
2894330138,Campbell's Simply Delicious Recipes,Angela Rahaniotis,1992,Random House Value Pub
055358037X,Everything and a Kite,Ray Romano,1999,Bantam Books
0875967663,"1,001 Old-Time Garden Tips: Timeless Bits of Wisdom on How to Grow Everything Organically, from the Good Old Days When Everyone Did",Roger Yepsen,1998,Rodale Press
0060923989,The Prime of Miss Jean Brodie,Muriel Spark,1994,Harpercollins
0684810530,MAN OF THE HOUSE,Stephen McCauley,1996,Simon & Schuster
0684862107,The Waters of Babylon: A Novel About Lawrence After Arabia,David Stevens,2000,Simon & Schuster
8477271054,El perquÃÂ¨ de tot plegat (MÃÂ­nima de butxaca),Quim MonzÃÂ³,1993,Quaderns Crema
0763613975,That's What Friends Are for,Florence Parry Heide,2003,Candlewick Press (MA)
1551668041,Cowboy And The Lady,Diana Palmer,2001,Mira
1556111185,Survivor,Christina Crawford,1988,Penguin USA
0671672878,WINDS OF WAR,Herman Wouk,1989,Pocket
0449906612,A Chainless Soul: A Life of Emily Bronte,Katherine Frank,1992,Ballantine Books
0385488858,"Who's Your Caddy? : Looping for the Great, Near Great, and Reprobates of Golf",RICK REILLY,2003,Doubleday
0805059628,The Second Angel,Philip Kerr,1999,Henry Holt & Company
0849916402,The List,Robert Whitlow,2000,WestBow Press
0373263090,Mind Games (Worldwide Library Mysteries),C.J. Koehler,1999,Worldwide Library
0380812568,This Perfect Kiss (Avon Light Contemporary Romances),Christie Ridgway,2001,Avon
157912061X,Alligators in the Sewer: And 222 Other Urban Legends,Thomas J. Craughwell,1999,Black Dog & Leventhal Publishers
0399135707,The Rowan (Rowan),Anne McCaffrey,1990,Berkley Pub Group
0886775094,Sword and Sorceress IX: An Anthology of Heroic Fantasy,Marion Zimmer Bradley,1992,New Amer Library
0915473275,"Planning for Pregnancy, Birth, and Beyond",Not Applicable (Na ),1995,Amer College of Obstetricians &
0679438416,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,1994,Random House Inc
2869306555,La Chute du British Museum,David Lodge,1993,Rivages
0805066705,The Artist's Wife: A Novel,Max Phillips,2001,Henry Holt & Company
0679808094,"Happy Birthday, Thomas! (Step-Into-Reading, Step 2)",W. Awdry,1990,Random House Books for Young Readers
0060392886,The Dirt: Confessions of the World's Most Notorious Rock Band,Tommy Lee,2001,ReganBooks
344241539X,Hohle KÃ?ÃÂ¶pfe. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,1998,Goldmann
0345428668,"Enemy Lines I: Rebel Dream (Star Wars: The New Jedi Order, Book 11)",AARON ALLSTON,2002,Del Rey
0451188969,Thief of Souls,Darian North,1998,Signet Book
1882413601,Nobody's Hell,Douglas Goetsch,1999,Hanging Loose Press
3426618249,Liebe ist die letzte BrÃ?ÃÂ¼cke.,Johannes Mario Simmel,2000,Droemer Knaur
0451527402,Beowulf (Signet Classics (Paperback)),Burton Raffel,1999,Signet Book
0722535503,The Four Noble Truths: Fundamentals of the Buddhist Teachings His Holiness the XIV Dalai Lama,Dalai Lama,1998,Thorsons Publishers
3453082591,Gespensterschiff / Planet des Untergangs / Die Augen der Betrachter. Star Trek.,Diane Carey,1994,Heyne
0312207689,Agatha Raisin and the Case of the Curious Curate,M. C. Beaton,2003,St. Martin's Minotaur
0590360809,Out of the Dust (Newbery Medal Book),Karen Hesse,1997,Hyperion Books for Children
0679880909,James and the Giant Peach: A Children's Story,Roald Dahl,1996,Alfred A. Knopf
0060241012,"Sarah, Plain and Tall (Sarah, Plain and Tall)",Patricia MacLachlan,1985,HarperCollins
0307105660,Cyndy Szekeres' Christmas Mouse (Golden Little Super Shape Book),Cyndy Szekeres,1995,Random House Childrens Books
067003245X,Swann's Way,Marcel Proust,2003,Viking Books
0060953101,Girls on Film,Clare Bundy,1999,Perennial
0679783512,The Book That Changed My Life: Interviews With National Book Award Winners and Finalists,Diane Osen,2002,Modern Library
0060916613,Who Put Butter in Butterfly...and Other Fearless Investigations Into Our Illogial Language,David Feldman,1990,HarperResource
1566196884,Love Poems of Elizabeth and Robert Brownin,Elizabeth Browning,0,Barnes Noble
0671727702,GREAT TALES OF EDGAR ALLAN POE,Edgar Allan Poe,1990,Pocket
0786885424,The Rolling Stone Book of the Beats : The Beat Generation and American Culture,Holly George-Warren,2000,Hyperion
0811826880,Up to No Good: The Rascally Things Boys Do,Kitty Harmon,2000,Chronicle Books
0140245154,"\Dear Gangster...\"": Advice for the Lonelyhearted from the Gangster of Love""",Gangster of Love,1996,Penguin Books
0394584325,Hype and Glory,William Goldman,1990,Random House Inc
0895770865,Back to Basics,Readers Digest Editors,1981,Putnam Pub Group
055311106X,The Tin Man,Dale Brown,1998,Bantam
0152007822,Onstage & Backstage: At the Night Owl Theater,Ann Hayes,1997,Harcourt
006096300X,Homework Without Tears: A Parent's Guide For Motivating Children To Do Homework and To Succeed in School,Lee Canter,1988,Perennial (HarperCollins)
0340682566,A Matter of Time,Catherine Feeny,1997,Hodder & Stoughton General Division
0679408363,Genius: The Life and Science of Richard Feynman,James Gleick,1992,Random House Inc
0062700472,Emily Post's Etiquette (Plain),Elizabeth L. Post,1992,Harpercollins
051756081X,"The Scented Room: Cherchez's Book of Dried Flowers, Fragrance, and Potpourri",Barbara Milo Ohrbach,1986,Clarkson N Potter Publishers
0030000831,Loving Each Other: The Challenge of Human Relationships,Leo Buscaglia,1984,Henry Holt & Co
0380790068,Silver Lining (An Avon Camelot Book),Lois Szymanski,1997,Harpercollins Juvenile Books
3404138457,Das LÃ?ÃÂ¤cheln der Pauline. Erotische Kurzgeschichten.,Sophie Andresky,1997,LÃ?ÃÂ¼bbe
0812930576,The New York Times Trivia Quiz Book: On the Web (New York Times Quiz Book),Ray Hamel,1999,Random House Puzzles & Games
1561380377,Women's Wit and Wisdom,Running Press,1991,Running Press Book Publishers
0449907139,Native Roots: How the Indians Enriched America,Jack Weatherford,1992,Ballantine Books
0373193505,"Baby In Her Arms  (Lucky Charm Sisters) (Silhouette Romance, 1350)",Judy Christenberry,1999,Silhouette
0060534389,A Share in Death,Deborah Crombie,2003,Avon
1891575139,Inside Avatar The Book: Achieving Enlightenment,Harry Palmer,1999,Star's Edge International
0312187777,Runnning and Walking for Women Over 40 : The Road to Sanity and Vanity,Kathrine Switzer,1998,St. Martin's Griffin
0312081448,Murder in the West Wing: An Eleanor Roosevelt Mystery,Elliott Roosevelt,1992,St Martins Pr
067174352X,"The Wounded Sky (Star Trek, No 13)",Diane Duane,1991,Star Trek
0571197604,Three Dollars,Elliot Perlman,1999,Faber and Faber Ltd
0886776317,"The White Gryphon (The Mage Wars, 2)",Mercedes Lackey,1995,New American Library
0886778514,"Owlknight (Daw Book Collectors, No. 1131)",Mercedes Lackey,1999,Daw Books
3453050290,Wachen! Wachen!,Terry Pratchett,1991,Heyne
0679889167,"Squire (Protector of the Small, No. 3)",Tamora Pierce,2001,Random House Children's Books
0826329705,At Ease With the Dead,Walter Satterthwait,2002,University of New Mexico Press
0689859384,Lucinda's Secret (Spiderwick Chronicles),Tony DiTerlizzi,2003,Simon & Schuster Children's Publishing
0886777283,Inheritor (Foreigner),C. J. Cherryh,1997,Daw Books
8401427207,Monte Sinai,Jose Luis Sampedro,1998,Plaza & Janes Editor
0441005616,"The Golden One (LucasFilm's Alien Chronicles, Book 1)",Deborah Chester,1998,Ace Books
0373092253,Playing The Odds,Nora Roberts,1985,Silhouette
1878424173,"The Oversoul Seven Trilogy: The Education of Oversoul Seven, the Further Education of Oversoul Seven, Oversoul Seven and the Museum of Time",Jane Roberts,1995,Amber-Allen Publishing
0345371623,"Storm Runner (Tales of the Wolves, Book 3)",TARA K. HARPER,1993,Del Rey
0375704426,Where is the Mango Princess?,C. E. Crimmins,2001,Vintage Books USA
014100522X,Head over Heels in the Dales (Dales Series),Gervase Phinn,2003,Penguin Books
1853262617,Jude the Obscure (Wordsworth Collection),Thomas Hardy,1998,NTC/Contemporary Publishing Company
0803247397,Waterlily,Ella Cara Deloria,1988,Univ of Nebraska Pr
0688177875,Perv: A Love Story,Jerry Stahl,2001,Perennial
0688221149,Ramona and Her Father (Ramona Quimby (Hardcover)),Beverly Cleary,1977,HarperCollins
1878067583,Egalia's Daughters: A Satire of the Sexes (Women in Translation),Gerd Brantenberg,1995,Seal Press (WA)
0872862097,Story of the Eye,Georges Bataille,1987,City Lights Publishers
1573228729,Pastoralia: Stories,George Saunders,2001,Riverhead Books
0553250442,Sweet Valley High #02: Secrets (Sweet Valley High (Numbered Paperback)),Francine Pascal,1984,Bantam Books
0786888512,Firehouse,David Halberstam,2003,Hyperion
158574297X,Twelve Days of Terror: A Definitive Investigation of the 1916 New Jersey Shark Attacks,Richard G. Fernicola,2001,The Lyons Press
0452275008,Zombie,Joyce Carol Oates,1996,Plume Books
037316937X,"Her Bachelor Challenge  (The Deveraux Legacy) (Harlequin American Romance, No. 937)",Cathy Gillen Thacker,2002,Harlequin
0345429354,Adam and Evil: An Amanda Pepper Mystery (Anthony AwardÃ?winning Series),Gillian Roberts,2000,Fawcett Books
8403092903,Vicki Sherpa: Una Maestra En Katmandu,Victoria Subirana,2002,Aguilar
0718137531,Come to Grief,Dick Francis,0,Penguin Putnam~trade
0553404849,Prince of Tides,Pat Conroy,0,Bantam Doubleday Dell
0892966564,Storm Track,Margaret Maron,2000,Mysterious Press
0805058362,Out of the Sun: A Novel,Robert Goddard,1998,Owl Publishing Company
1565122038,Lamb in Love: A Novel,Carrie Brown,1999,Algonquin Books of Chapel Hill
0679745351,Among the Thugs,Bill Buford,1993,Vintage Books USA
0886772303,Red Sun of Darkover (Darkover Anthology Series),Marion Zimmer Bradley,1987,New Amer Library
0821768425,Tempting Torment,Jo Goodman,2001,Zebra Books
0373258984,"Jordan (The Buckhorn Brothers) (Temptation, 798)",Lee Foster,2000,Harlequin
0553352660,The Feminine Face of God : The Unfolding of the Sacred in Women,SHERRY RUTH ANDERSON,1992,Bantam
0060158654,365 Ways to Cook Pasta,Marie Simmons,1988,HarperCollins Publishers
043949687X,Charlie Bone and the Time Twister,Jenny Nimmo,2003,Orchard
0590442929,Clifford's Good Deeds (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1985,Cartwheel Books
0590379305,Clifford Makes a Friend (Hello Reader. Level 1),Norman Bridwell,1998,Cartwheel Books
0553107046,Saint Leibowitz and the Wild Horse Woman,"Walter M., Jr Miller",1997,Bantam
0553572881,"Shadow Star (Chronicles of the Shadow War, Book 3)",Chris Claremont,2000,Spectra Books
0671662694,Sylvester and the Magic Pebble,William Steig,1987,Aladdin
8401476720,"Crimenes de Cater Street, Los",Anne Perry,1996,"Plaza & Janes Editores, S.A."
0061012467,Malice Intended,Ron Handberg,1997,HarperTorch
0679444076,The Wisdom of the Body: Discovering the Human Spirit,Sherwin B. Nuland,1997,Random House Inc
0821773836,An Undeniable Rogue: The Rogue's Club (Rogue's Club),Annette Blair,2002,Zebra Books
0553283944,"Bad Girls, Good Women",Rosie Thomas,1990,Bantam Books
3882438002,Im Krebsgang: Eine Novelle,Ingrid Dennerlein,2002,Steidl Publishing
0747564159,Hard Work: Life in Low-pay Briatin,Polly Toynbee,2003,Bloomsbury Publishing Plc
0373291612,"Nanny (Tyler) (Harlequin Historical Series, No 561)",Judith Stacy,2001,Harlequin
0446609625,Under Suspicion,Rachel Lee,2001,Warner Forever
0553378910,Lunatics: A Novel,Bradley Denton,1997,Bantam
1593080026,The CALL OF THE WILD AND WHITE FANG (B&N Classics Mass Market),Jack London,2003,Barnes & Noble
0743227166,Hotel of the Saints,Ursula Hegi,2002,Touchstone
055321232X,Gulliver's Travels and Other Writings (Bantam Classics),Jonathan Swift,1981,Bantam Books
0760720118,Using Feng Shui,Antonia Beattie,0,Barnes Noble Books
0671318330,Ranks of Bronze,David Drake,2001,Baen Books
0880297166,"Three Novels: The Cat Who: Could Read Backwards, Ate Danish Modern, Turned On and Off",Lillian Jackson Braun,1991,Marboro Books
0312099150,Southern Ladies & Gentlemen,Florence King,1993,St. Martin's Griffin
0553108441,Ferney,James Long,1999,Bantam Dell Pub Group
0385029101,City of God,St. Augustine,1958,Image
1564741028,The Great Limbaugh Con: And Other Right-Wing Assaults on Common Sense,Charles M. Kelly,1994,Fithian Press
077101483X,A Colder Kind of Death,GAIL BOWEN,1995,McClelland & Stewart
0887307000,Technotrends: How to Use Technology to Go Beyond Your Competition,Daniel Burrus,1994,HarperBusiness
0393322432,People Who Knock on the Door,Patricia Highsmith,2001,W.W. Norton & Company
0688087361,Downtown,Ed McBain,1991,Harpercollins
059069216X,"Bsc in the Usa (The Baby-Sitters Club Super Special , No 14)",Ann M. Martin,1997,Scholastic
3453162897,Wir Kinder Von Bahnhof Zoo,Christiane F,1999,Wilhelm Heyne Verlag GmbH & Co KG
1576752453,Take Back Your Time: Fighting Overwork and Time Poverty in America,John De Graaf,2003,Berrett-Koehler Publishers
0892961538,Another Part of the City,Ed McBain,1986,Mysterious Press
0836218159,Pass the Loot : A Fox TrotCollection,Bill Amend,1990,Andrews McMeel Publishing
0060932775,The Terrible Hours: The Greatest Submarine Rescue in History,Peter Maas,2001,Perennial
159182334X,"Gravitation, Vol. 2",Maki Murakami,2003,TokyoPop
0751308382,DK Living: Stress Free Living (DK Living),Trevor Powell,2000,Penguin Books Ltd
006018292X,Render Up the Body: A Novel of Suspense,Marianne Wesson,1997,HarperCollins Publishers
0449224791,The Dreadful Lemon Sky (Travis McGee Mysteries),John D. MacDonald,1996,Fawcett Books
0333761405,Once,James Herbert,2001,Macmillan
1841766100,Aircraft of the Aces 57: Hurricane Aces 1941-45,Andrew Thomas,2003,Osprey Pub Co
0786905239,Dragons of Summer Flame (Dragonlance Saga Novel: Chronicles (Books)),Margaret Weis,1996,TSR
3518380176,Bronsteins Kinder. Roman.,Jurek Becker,2003,Suhrkamp
0440218659,The Crocodile Bird,Ruth Rendell,1994,Dell
0743239628,"Tony and Me: By George Bush, as Told to",Dr Parsons,2002,Simon & Schuster (Trade Division)
354825103X,Die Stimme. Sonderausgabe.,Judith Merkle Riley,2000,Ullstein Tb
0394722744,Son of the Revolution,LIANG HENG,1984,Vintage
000458726X,Collins Gem Thesaurus,"Henry H., Jr. Collins",1985,Not Avail
0812524810,Legacy (Eon),Greg Bear,1996,Tor Science Fiction
0679742018,"Give War a Chance: Eyewitness Accounts of Mankind's Struggle Against Tyranny, Injustice and Alcohol-Free Beer",P. J. O'Rourke,1993,Vintage Books USA
0718144503,Beneath the Skin,Nicci French,0,Penguin Putnam~trade
1852424001,Haunted Houses (High Risk),Lynne Tillman,1995,Serpent's Tail
0415026830,Hamlet (The Arden Edition of the Works of William Shakespeare),Jenkins,1991,Van Nostrand Reinhold (Trade)
